original,simplification,original_id,simplification_id,pair_id,domain,corpus,language_level_original,language_level_simple,license,author,simple_url,complex_url,simple_title,complex_title,access_date,rater,alignment,malformed_complex,malformed_simple,duration_rating,ambiguity_original,ambiguity_simple,coherence_original,coherence_simple,grammaticality_original,grammaticality_simple,information_gain,lexical_simplicity,meaning_preservation,simplicity,simplicity_original,simplicity_simple,structural_simplicity,paragraph#,paragraph#deletion*,paragraph#insert*,paragraph#insert*examplification+,paragraph#insert*explanation+,paragraph#insert*other+,paragraph#merge*,paragraph#reorder*,paragraph#reorder*other+,paragraph#reorder*sentence-order-changed+,phrase#,phrase#deletion*,phrase#deletion*clause+,phrase#deletion*less_adjunct_phrase+,phrase#deletion*other+,phrase#deletion*phrase+,phrase#deletion*replace+,phrase#insert*,phrase#insert*clause+,phrase#insert*other+,phrase#insert*phrase+,phrase#reorder*,phrase#reorder*discontinuity_resolution+,phrase#reorder*other+,phrase#rephrase*,sentence#,sentence#lexical_substitution*,sentence#lexical_substitution*other+,sentence#lexical_substitution*verbalization+,sentence#no_operation*,sentence#reorder*,sentence#reorder*genitive_to_dative+,sentence#reorder*negative_to_positive+,sentence#reorder*other+,sentence#reorder*subject-verb-reorder+,sentence#rephrase*,sentence#split*,sentence#split*adverbial_clause+,sentence#split*appositive_phrase+,sentence#split*coordinate_clause+,sentence#split*other+,sentence#split*relative_clause+,sentence#split*subordinate_clause+,sentence#verbal_changes*,sentence#verbal_changes*other+,sentence#verbal_changes*verb_mood+,sentence#verbal_changes*verb_tense+,sentence#verbal_changes*voice_of_verb+,word#,word#deletion*,word#deletion*abbreviations+,word#deletion*discourse_markers+,word#deletion*filler_words+,word#deletion*other+,word#inflection*,word#insert*,word#insert*ellipsis_filled+,word#insert*other+,word#lexical_substitution*,word#lexical_substitution*abbreviation+,word#lexical_substitution*anaphora+,word#lexical_substitution*compound_segmentation+,word#lexical_substitution*date+,word#lexical_substitution*hypernym+,word#lexical_substitution*hyponym+,word#lexical_substitution*metaphor_resolution+,word#lexical_substitution*more_frequent_word+,word#lexical_substitution*nominalization+,word#lexical_substitution*number+,word#lexical_substitution*other+,word#lexical_substitution*shorter_word+,word#lexical_substitution*synonym+
Aber gerade darin liegt der Vorteil.,Allerdings hat das Handschreiben einen großen Vorteil.,85-1-1-3,85-0-1-5,85,language learner,Alumniportal-2021,b2,a2,CC_BY_4,Kooperation Alumniportal Deutschland - Alumniportal Deutschland,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/lesetexte-sprachniveau-a1-a2/online-deutsch-lernen-uebungen-handschrift-a/,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/b1-b2/online-deutsch-lernen-uebungen-handschrift-b/,Die Bedeutung der Handschrift im digitalen Zeitalter,Die Bedeutung der Handschrift im digitalen Zeitalter,2021-03-29,2,1:1,0,0,0 days 00:00:03.504034,3.0,3.0,2.0,4.0,2.0,2.0,2.0,0.0,4.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Das Vorbereiten der Beete, das Sähen von Samen und Einpflanzen von kleinen Setzlingen, das Jäten von Unkraut – all das macht eine Menge Arbeit.","Ein Garten macht eine Menge Arbeit: Man muss Beete vorbereiten, Samen verteilen und das Unkraut entfernen.",84-1-2-0,84-0-2-0|84-0-2-1,84,language learner,Alumniportal-2021,b2,a2,CC_BY_4,Kooperation Alumniportal Deutschland - Alumniportal Deutschland,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/lesetexte-sprachniveau-a1-a2/online-deutsch-lernen-uebungen-schulgarten-a/,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/b1-b2/online-deutsch-lernen-uebungen-schulgarten-b/,Schulgärten: Gartenarbeit macht Spaß,Schulgärten: Gartenarbeit macht Spaß,2021-03-29,2,1:2,0,0,0 days 00:00:03.972802,3.0,3.0,5.0,5.0,2.0,2.0,0.0,1.0,5.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Der Sinn der Schulgärten besteht darin, den Kindern die Natur nahezubringen.",Mithilfe eines Schulgartens sollen die Kinder ein Gefühl für die Natur entwickeln.,84-1-3-0,84-0-3-0,84,language learner,Alumniportal-2021,b2,a2,CC_BY_4,Kooperation Alumniportal Deutschland - Alumniportal Deutschland,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/lesetexte-sprachniveau-a1-a2/online-deutsch-lernen-uebungen-schulgarten-a/,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/b1-b2/online-deutsch-lernen-uebungen-schulgarten-b/,Schulgärten: Gartenarbeit macht Spaß,Schulgärten: Gartenarbeit macht Spaß,2021-03-29,2,1:1,0,0,0 days 00:00:19.859873,3.0,3.0,5.0,5.0,2.0,2.0,0.0,1.0,4.0,2.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Außerdem können sich die Kinder im Garten bewegen und sich mit ihren Klassenkameraden unterhalten – ein willkommener Ausgleich zum Stillsitzen im Klassenzimmer.,Außerdem können sich die Kinder im Garten bewegen und sich mit ihren Klassenkameraden unterhalten.,84-1-3-2,84-0-3-2,84,language learner,Alumniportal-2021,b2,a2,CC_BY_4,Kooperation Alumniportal Deutschland - Alumniportal Deutschland,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/lesetexte-sprachniveau-a1-a2/online-deutsch-lernen-uebungen-schulgarten-a/,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/b1-b2/online-deutsch-lernen-uebungen-schulgarten-b/,Schulgärten: Gartenarbeit macht Spaß,Schulgärten: Gartenarbeit macht Spaß,2021-03-29,2,1:1,0,0,0 days 00:01:15.269172,3.0,3.0,4.0,4.0,2.0,2.0,0.0,2.0,3.0,1.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Texte am Computer oder am Handy einzutippen erscheint auf den ersten Blick einfacher.,Texte am Computer oder am Handy einzutippen ist einfach.,85-1-1-0,85-0-1-0,85,language learner,Alumniportal-2021,b2,a2,CC_BY_4,Kooperation Alumniportal Deutschland - Alumniportal Deutschland,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/lesetexte-sprachniveau-a1-a2/online-deutsch-lernen-uebungen-handschrift-a/,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/b1-b2/online-deutsch-lernen-uebungen-handschrift-b/,Die Bedeutung der Handschrift im digitalen Zeitalter,Die Bedeutung der Handschrift im digitalen Zeitalter,2021-03-29,2,1:1,0,0,0 days 00:00:13.550533,3.0,3.0,5.0,5.0,2.0,2.0,0.0,2.0,4.0,1.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Texte von Hand zu schreiben ist ein weit komplexerer und herausfordernder Prozess.,Texte von Hand zu schreiben ist ein bisschen komplizierter.,85-1-1-2,85-0-1-2,85,language learner,Alumniportal-2021,b2,a2,CC_BY_4,Kooperation Alumniportal Deutschland - Alumniportal Deutschland,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/lesetexte-sprachniveau-a1-a2/online-deutsch-lernen-uebungen-handschrift-a/,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/b1-b2/online-deutsch-lernen-uebungen-handschrift-b/,Die Bedeutung der Handschrift im digitalen Zeitalter,Die Bedeutung der Handschrift im digitalen Zeitalter,2021-03-29,2,1:1,0,0,0 days 00:01:26.634729,3.0,3.0,3.0,3.0,2.0,2.0,0.0,2.0,4.0,2.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dadurch setzen sie sich mit der Thematik eindringlicher auseinander und können sich die Inhalte besser merken.,Beim Schreiben mit der Hand setzen wir uns intensiver mit dem Thema auseinander und können uns Inhalte besser merken.,85-1-1-6,85-0-1-6,85,language learner,Alumniportal-2021,b2,a2,CC_BY_4,Kooperation Alumniportal Deutschland - Alumniportal Deutschland,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/lesetexte-sprachniveau-a1-a2/online-deutsch-lernen-uebungen-handschrift-a/,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/b1-b2/online-deutsch-lernen-uebungen-handschrift-b/,Die Bedeutung der Handschrift im digitalen Zeitalter,Die Bedeutung der Handschrift im digitalen Zeitalter,2021-03-29,2,1:1,0,0,0 days 00:00:03.526112,3.0,3.0,2.0,4.0,2.0,2.0,0.0,2.0,5.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Handlettering, das Gestalten von kunstvollen Schriftzügen, ist zum Trend geworden.","Handlettering, das Gestalten von kunstvollen Schriftzügen, liegt im Trend.",85-1-3-1,85-0-2-1,85,language learner,Alumniportal-2021,b2,a2,CC_BY_4,Kooperation Alumniportal Deutschland - Alumniportal Deutschland,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/lesetexte-sprachniveau-a1-a2/online-deutsch-lernen-uebungen-handschrift-a/,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/b1-b2/online-deutsch-lernen-uebungen-handschrift-b/,Die Bedeutung der Handschrift im digitalen Zeitalter,Die Bedeutung der Handschrift im digitalen Zeitalter,2021-03-29,2,1:1,0,0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dies belegt auch eine Studie der Universität Princeton aus dem Jahr 2014.,Dies belegt auch eine Studie der Universität Princeton aus dem Jahr 2014.Manche,85-1-1-7,85-0-1-7,85,language learner,Alumniportal-2021,b2,a2,CC_BY_4,Kooperation Alumniportal Deutschland - Alumniportal Deutschland,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/lesetexte-sprachniveau-a1-a2/online-deutsch-lernen-uebungen-handschrift-a/,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/b1-b2/online-deutsch-lernen-uebungen-handschrift-b/,Die Bedeutung der Handschrift im digitalen Zeitalter,Die Bedeutung der Handschrift im digitalen Zeitalter,2021-03-29,2,1:1,0,0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Manche Erwachsene und Jugendliche finden die Handschrift trotz Smartphone und Tablet so faszinierend, dass sie wieder ganz bewusst zu Stift und Papier greifen.","Erwachsene und Jugendliche finden die Handschrift trotz Smartphone und Tablet so faszinierend, dass sie wieder ganz bewusst zu Stift und Papier greifen.",85-1-3-0,85-0-2-0,85,language learner,Alumniportal-2021,b2,a2,CC_BY_4,Kooperation Alumniportal Deutschland - Alumniportal Deutschland,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/lesetexte-sprachniveau-a1-a2/online-deutsch-lernen-uebungen-handschrift-a/,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/lesetexte/b1-b2/online-deutsch-lernen-uebungen-handschrift-b/,Die Bedeutung der Handschrift im digitalen Zeitalter,Die Bedeutung der Handschrift im digitalen Zeitalter,2021-03-29,2,1:1,0,0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aber in den einzelnen Bundesländern Deutschlands gibt es besondere regionale Spezialitäten.,In den einzelnen Bundesländern Deutschlands gibt es besondere regionale Spezialitäten.,86-1-3-0,86-0-3-0,86,language learner,Alumniportal-2020,c2,a2,CC_BY_4,Kooperation Alumniportal Deutschland - Alumniportal Deutschland,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/deutsch-auf-die-schnelle/online-deutsch-lernen-uebungen-spezialitaeten/,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/deutsch-auf-die-schnelle/online-deutsch-lernen-uebungen-spezialitaeten/,Deutschland isst köstlich - regionale Spezialitäten sind im Trend,Deutschland isst köstlich - regionale Spezialitäten sind im Trend,2021-01-07,2,1:1,0,0,0 days 00:01:36.803658,1.0,1.0,4.0,4.0,2.0,2.0,0.0,0.0,5.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sie sind sicher die beliebtesten Gerichte.,Sie gehören wahrscheinlich zu den beliebtesten Gerichten.,86-1-0-3,86-0-1-2,86,language learner,Alumniportal-2020,c2,a2,CC_BY_4,Kooperation Alumniportal Deutschland - Alumniportal Deutschland,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/deutsch-auf-die-schnelle/online-deutsch-lernen-uebungen-spezialitaeten/,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/deutsch-auf-die-schnelle/online-deutsch-lernen-uebungen-spezialitaeten/,Deutschland isst köstlich - regionale Spezialitäten sind im Trend,Deutschland isst köstlich - regionale Spezialitäten sind im Trend,2021-01-07,2,1:1,0,0,0 days 00:01:18.689098,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Denn bei den Mahlzeiten legen die Produzenten und Köche großen Wert auf Qualität, gepaart mit handwerklichem Geschick und Tradition.","Hier legen die Produzenten und Köche großen Wert auf Qualität, gepaart mit handwerklichem Geschick und Tradition.",86-1-3-3,86-0-3-1,86,language learner,Alumniportal-2020,c2,a2,CC_BY_4,Kooperation Alumniportal Deutschland - Alumniportal Deutschland,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/deutsch-auf-die-schnelle/online-deutsch-lernen-uebungen-spezialitaeten/,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/deutsch-auf-die-schnelle/online-deutsch-lernen-uebungen-spezialitaeten/,Deutschland isst köstlich - regionale Spezialitäten sind im Trend,Deutschland isst köstlich - regionale Spezialitäten sind im Trend,2021-01-07,2,1:1,0,0,0 days 00:03:04.813787,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,5.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Das ist ein nach dem Stuttgarter Stadtteil Gaisburg benanntes Gericht, ein Eintopf aus Fleischbrühe, Rindfleisch, Spätzle und Kartoffelschnitz.","Das ist ein nach dem Stuttgarter Stadtteil Gaisburg benanntes Gericht. Dieser Eintopf und besteht aus Fleischbrühe, Rindfleisch, Spätzle und Kartoffelschnitz.",86-1-4-2,86-0-4-3|86-0-4-4,86,language learner,Alumniportal-2020,c2,a2,CC_BY_4,Kooperation Alumniportal Deutschland - Alumniportal Deutschland,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/deutsch-auf-die-schnelle/online-deutsch-lernen-uebungen-spezialitaeten/,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/deutsch-auf-die-schnelle/online-deutsch-lernen-uebungen-spezialitaeten/,Deutschland isst köstlich - regionale Spezialitäten sind im Trend,Deutschland isst köstlich - regionale Spezialitäten sind im Trend,2021-01-07,2,1:2,0,0,0 days 00:00:20.411025,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,5.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Einige Köche wie Harald Wohlfahrt, einer der besten Köche Europas und seit über zwanzig Jahren von allen Restaurantführern mit den höchsten Auszeichnungen bewertet, kocht ebenfalls gerne traditionell.",Köche wie Harald Wohlfahrt werden seit über zwanzig Jahren von allen Restaurantführern besonders gut bewertet. Wohlfahrt kocht ebenfalls gerne traditionell.,86-1-4-0,86-0-4-0|86-0-4-1,86,language learner,Alumniportal-2020,c2,a2,CC_BY_4,Kooperation Alumniportal Deutschland - Alumniportal Deutschland,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/deutsch-auf-die-schnelle/online-deutsch-lernen-uebungen-spezialitaeten/,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/deutsch-auf-die-schnelle/online-deutsch-lernen-uebungen-spezialitaeten/,Deutschland isst köstlich - regionale Spezialitäten sind im Trend,Deutschland isst köstlich - regionale Spezialitäten sind im Trend,2021-01-07,2,1:2,0,0,0 days 00:01:25.522104,1.0,1.0,3.0,2.0,2.0,2.0,-1.0,0.0,4.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Und wohl jeder kennt in Deutschland die Kartoffeln und ihre zahlreichen Variationen wie Bratkartoffeln, Pellkartoffeln, Kartoffelpüree oder Kartoffelklöße.","Typisch deutsch und Bestandteil vieler Gerichte: Die Kartoffel. Jeder kennt ihre Variationen wie Bratkartoffeln, Pellkartoffeln, Kartoffelpüree oder Kartoffelklöße.",86-1-0-2,86-0-1-0|86-0-1-1,86,language learner,Alumniportal-2020,c2,a2,CC_BY_4,Kooperation Alumniportal Deutschland - Alumniportal Deutschland,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/deutsch-auf-die-schnelle/online-deutsch-lernen-uebungen-spezialitaeten/,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/deutsch-auf-die-schnelle/online-deutsch-lernen-uebungen-spezialitaeten/,Deutschland isst köstlich - regionale Spezialitäten sind im Trend,Deutschland isst köstlich - regionale Spezialitäten sind im Trend,2021-01-07,2,1:2,0,0,0 days 00:03:14.217917,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,5.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Dies ist die umsatzstärkste Zeit im deutschen Einzelhandel, viele erwirtschaften rund ein Viertel ihres Jahresumsatzes im November und Dezember.",Dies ist die umsatzstärkste Zeit im deutschen Einzelhandel. Viele erwirtschaften rund ein Viertel ihres Jahresumsatzes im November und Dezember.,87-1-1-5,87-0-1-2|87-0-1-3,87,language learner,Alumniportal-2020,c2,a2,CC_BY_4,Kooperation Alumniportal Deutschland - Alumniportal Deutschland,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/deutsch-auf-die-schnelle/online-deutsch-lernen-uebungen-weihnachten/,https://www.alumniportal-deutschland.org/digitales-lernen/deutsche-sprache/deutsch-auf-die-schnelle/online-deutsch-lernen-uebungen-weihnachten/,"Oh du fröhliche Weihnachtszeit, Geschenkezeit","Oh du fröhliche Weihnachtszeit, Geschenkezeit",2021-01-07,2,1:2,0,0,0 days 00:09:26.085216,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,5.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
